0	Skin	Skin
1	Muscle	Muscle
2	Muscle	Muscle
3	Skin	Skin
4	Erythrocytes	Erythrocytes
5	Skin	Skin
6	Skin	Skin
7	Immune cells	Immune cells
8	Endothelial cells	Endothelial cells
9	Epithelial cells	Epithelial cells
10	Epithelial cells	Epithelial cells
11	Doublets	Doublets
12	Muscle	Muscle
13	Skin	Skin
14	Liver	Liver
15	Endothelial cells	Endothelial cells
16	Cardiac muscle	Cardiac muscle
17	Immune cells	Immune cells
