0	Skin	Skin
1	Skin	Skin
2	Skin	Skin
3	Muscle	Muscle
4	Skin	Skin
5	Epithelial cells	Epithelial cells
6	Epithelial cells	Epithelial cells
7	Skin	Skin
8	Epithelial cells	Epithelial cells
9	Epithelial cells	Epithelial cells
10	Skin	Skin
11	Muscle	Muscle
12	Skin	Skin
13	Skin	Skin
14	Immune cells	Immune cells
15	Erythrocytes	Erythrocytes
16	Doublets	Doublets
17	Endothelial cells	Endothelial cells
18	Skin	Skin
19	Albumin	Albumin
20	Melanocyte	Melanocyte
